order_id,product_id,unit_price,quantity
100051,667650,603.98,2
100052,327418,862.44,3
100053,367952,381.02,3
100053,221626,659.89,3
100054,526783,345.96,5
100054,665639,755.26,4
100055,457848,465.24,3
100056,474362,92.87,3
100056,240196,383.65,2
100057,228776,665.7,3
100058,874326,815.16,1
100059,134761,451.05,2
100059,115684,905.79,2
100060,845820,836.76,5
100061,120672,340.89,3
100061,351367,348.82,1
100062,327418,897.62,4
100062,391708,589.26,2
100062,858357,400.24,4
100063,272383,521.0,2
100063,855119,146.32,5
100063,293073,70.28,1
100064,283803,203.65,1
100065,695926,846.65,2
100066,272383,833.49,1
100067,643168,832.79,5
100068,436470,452.77,1
100068,272383,772.5,1
100068,588836,383.64,1
100069,467525,807.16,1
100069,784362,252.71,3
100069,845820,816.24,2
100070,351367,420.46,3
100070,463028,466.56,3
100071,625107,486.6,2
100072,123191,415.97,4
100072,647421,524.78,1
100072,821570,486.65,1
100073,458263,526.82,3
100073,379582,52.96,2
100073,589456,201.76,4
100074,727865,850.62,4
100074,167392,260.51,1
100075,713622,191.41,3
100075,932387,811.61,1
100076,713451,980.1,2
100077,318514,512.76,4
100077,480254,101.34,3
100077,844672,230.15,2
100078,845820,578.04,1
100078,700732,580.2,1
100078,665639,133.55,1
100079,458363,836.92,2
100079,268844,388.01,2
100079,201111,397.52,2
100080,712158,489.49,4
100081,855119,236.89,1
100081,203454,115.85,1
100081,160732,413.13,1
100082,457848,991.04,3
100083,657579,877.84,2
100084,130198,477.97,2
100085,424718,210.59,3
100086,458363,992.12,3
100087,782729,507.91,2
100088,176656,196.15,4
100089,700732,470.57,3
100089,155861,690.65,2
100089,431976,334.61,1
100090,129553,884.14,1
100090,657152,965.77,2
100091,760381,484.17,3
100091,644730,939.23,2
100092,203454,755.94,1
100092,152243,161.53,3
100093,323016,256.56,1
100094,340098,537.8,4
100095,591797,774.65,2
100096,643168,251.81,2
100097,556364,483.69,2
100097,417528,475.7,2
100097,780063,987.22,5
100098,226632,563.32,1
100099,179932,778.07,4
100100,422552,557.93,1
100100,656573,803.55,1
100101,319527,464.99,1
100101,758294,311.96,1
100102,391708,984.93,5
100102,125748,323.47,1
100103,712158,355.75,1
100103,315187,65.26,3
100104,714157,446.42,3
100105,221626,992.77,3
100106,120672,922.63,1
100106,319527,525.75,2
100106,582936,766.83,1
100107,462550,815.05,1
100107,596545,654.6,1
100107,204293,537.51,2
100108,599381,308.46,1
100109,556364,860.66,4
100109,990634,122.54,1
100109,599381,411.04,1
100110,177733,763.77,3
100110,115348,396.22,1
100111,667650,353.34,5
100111,394868,425.53,2
100111,179507,199.78,1
100112,766294,958.51,4
100113,152243,307.11,1
100113,713622,378.4,3
100114,821570,935.07,1
100114,885901,158.49,1
100114,204293,809.06,3
100115,176656,693.34,1
100116,134761,861.08,5
100116,523098,147.67,3
100117,741835,215.19,2
100117,550857,809.03,3
100118,780063,782.61,1
100118,422552,956.12,3
100119,632686,497.93,1
100120,716660,240.25,2
100121,467525,171.86,1
100121,152243,796.64,1
100121,319527,876.47,3
100122,528608,910.55,1
100122,315487,761.72,1
100123,417009,570.66,2
100123,289459,304.57,2
100124,644730,73.17,3
100125,846554,805.42,2
100125,310436,629.98,2
100125,240196,320.32,2
100126,826219,523.42,2
100126,811207,225.52,4
100126,357966,442.79,2
100127,970718,442.63,2
100127,526783,840.9,1
100128,291116,700.65,1
100128,167392,257.47,2
100128,917641,333.6,2
100129,122121,671.16,3
100130,667650,390.92,3
100130,542696,301.98,1
100130,564853,903.81,1
100131,158033,368.81,2
100132,155861,239.32,1
100132,989365,493.42,2
100132,340098,166.62,1
100133,310436,556.9,3
100133,932952,473.28,2
100133,149774,778.98,1
100134,136788,630.64,3
100134,656573,689.18,5
100135,526783,901.09,2
100135,621860,249.25,1
100135,797959,637.97,2
100136,874812,710.5,1
100137,550857,186.46,1
100138,990634,917.38,4
100138,564853,630.97,2
100139,896270,949.44,2
100140,647654,359.65,2
100140,780063,688.12,2
100141,462550,187.32,3
100142,741835,350.54,2
100143,602517,569.82,1
100143,370119,159.47,3
100144,351367,993.97,2
100144,176656,904.86,3
100144,912354,647.06,1
100145,331204,345.84,3
100145,263679,64.38,4
100145,613608,62.75,2
100146,176656,373.08,1
100147,734159,691.31,1
100147,166402,87.11,1
100147,283621,333.54,1
100148,474362,281.26,3
100148,134848,296.46,1
100149,480254,171.09,4
100149,599381,410.19,5
100149,367952,492.93,1
100150,391708,56.39,1
100150,716660,285.66,3
100151,202715,595.2,4
100151,127005,210.6,4
100152,293073,505.39,2
100152,431976,685.05,1
100152,179507,785.18,1
100153,647421,625.46,3
100154,713451,185.64,3
100154,621860,439.16,2
100154,784362,626.69,4
100155,437577,315.98,2
100155,176656,620.39,1
100156,513418,354.4,3
100156,179932,718.88,1
100157,489295,923.8,1
100157,240196,731.63,2
100158,131542,343.94,5
100159,844672,714.61,2
100159,453516,713.54,3
100159,855760,750.6,3
100160,634777,861.3,1
100160,784425,481.16,1
100161,422552,672.99,1
100161,587281,566.89,2
100162,103736,853.29,2
100162,226632,577.67,3
100162,204220,785.54,2
100163,957598,59.93,4
100163,435530,201.28,1
100164,526783,611.94,2
100164,782729,687.81,1
100164,134848,63.35,1
100165,714157,179.84,4
100166,417009,732.08,3
100166,130198,349.69,4
100167,283803,232.98,2
100168,394868,609.42,2
100169,580730,67.16,1
100169,973291,397.82,1
100169,844672,816.97,3
100170,297266,691.8,1
100170,134761,594.6,1
100171,394174,602.07,2
100171,601115,982.37,4
100171,647654,958.84,2
100172,394868,92.12,3
100173,513418,820.61,2
100173,367952,842.3,1
100173,973291,895.22,1
100174,272383,584.57,1
100174,480254,890.15,3
100174,634777,311.36,1
100175,667650,873.51,1
100175,179507,97.1,2
100175,115684,724.59,1
100176,367952,259.89,2
100177,741835,95.75,1
100177,926868,175.53,5
100178,635769,965.18,1
100178,616207,237.66,1
100178,467894,354.84,2
100179,176656,131.32,3
100180,155861,606.79,1
100180,489295,445.77,2
100181,799380,54.38,1
100181,328679,997.73,1
100182,435530,409.17,4
100183,394174,384.51,1
100183,167392,949.29,2
100183,799380,671.56,1
100184,667650,712.41,2
100184,912354,533.97,1
100185,226632,549.46,1
100185,436470,467.32,5
100185,149774,304.04,3
100186,784425,534.98,2
100186,528608,828.39,3
100186,463028,702.44,2
100187,734159,667.9,2
100188,700732,719.99,1
100188,283803,155.09,4
100189,543513,865.24,3
100189,582219,573.8,1
100190,240196,715.02,1
100190,664634,99.11,5
100191,712158,408.3,1
100191,587281,468.85,4
100192,143527,205.63,2
100192,932387,930.06,1
100192,315487,842.71,1
100193,323016,442.19,2
100193,319527,934.68,1
100194,932952,719.5,2
100195,431976,547.36,3
100195,177733,539.62,4
100196,474362,629.41,3
100196,550857,525.04,4
100196,254410,661.21,2
100197,331204,230.44,1
100197,657152,495.01,1
100198,591797,875.51,5
100198,784362,916.29,1
100199,458263,948.94,1
100199,160732,174.59,1
100200,340098,261.16,2
100200,127005,333.91,2
100201,379582,827.1,1
100201,394868,574.57,1
100201,283803,477.01,1
100202,826219,69.56,2
100202,587281,273.21,2
100203,340098,127.26,2
100204,203454,682.98,1
100205,453516,397.71,2
100206,891289,438.98,1
100206,437577,682.05,4
100207,766294,481.51,1
100208,543513,121.21,1
100209,643168,287.71,2
100209,458263,774.29,3
100209,602517,801.13,2
100210,542696,264.17,4
100210,926868,669.87,1
100210,391708,626.05,2
100211,417009,229.18,2
100212,204220,995.66,3
100213,422552,356.05,4
100214,149774,930.48,1
100214,437577,190.63,1
100214,989365,679.1,2
100215,644730,457.61,4
100215,283621,336.18,2
100216,635769,623.76,4
100216,268844,528.92,2
100216,254410,72.6,2
100217,727865,554.27,3
100217,632686,977.57,2
100218,580730,818.77,1
100218,367952,168.32,2
100218,529557,352.13,1
100219,716660,700.7,1
100219,596545,173.92,2
100220,297266,611.51,1
100220,257146,534.32,4
100220,226632,59.94,2
100221,667650,608.64,2
100221,167392,657.42,1
100221,621860,738.6,3
100222,700732,345.53,4
100222,855760,373.16,1
100222,926868,528.91,1
100223,647421,612.56,3
100224,436470,514.85,1
100224,647654,86.19,2
100224,526783,824.27,3
100225,323016,360.56,3
100226,283621,216.74,1
100226,641411,559.85,1
100226,179507,97.92,2
100227,272383,601.29,1
100228,523098,489.54,3
100229,635769,503.4,1
100229,644730,216.61,1
100229,665639,84.85,2
100230,155861,317.03,2
100230,144818,640.28,4
100231,190530,681.35,1
100231,351367,800.37,5
100231,310436,754.32,1
100232,695926,152.4,2
100232,115684,167.38,1
100232,826219,358.94,2
100233,130969,76.17,1
100233,995677,521.54,1
100234,543513,857.89,1
100235,293073,488.42,4
100236,797959,548.44,1
100236,858212,686.95,2
100236,784425,631.76,1
100237,314921,520.5,3
100238,463028,917.43,3
100239,542696,230.69,2
100239,575961,527.9,4
100240,700732,925.23,1
100240,763628,734.49,2
100240,758294,73.01,1
100241,713451,565.67,1
100241,451956,472.6,3
100241,136788,216.81,1
100242,417009,879.74,2
100242,272383,300.74,2
100242,543513,831.83,3
100243,179507,619.17,1
100243,528608,788.01,3
100244,370119,278.09,4
100245,582936,785.36,3
100245,987911,887.59,5
100245,226632,722.26,3
100246,741835,595.75,2
100246,357966,97.19,2
100246,970718,168.31,4
100247,657152,752.31,2
100247,973291,151.81,1
100248,404100,620.5,3
100248,417009,163.76,2
100249,103736,932.83,5
100249,394174,246.36,4
100250,351367,119.33,1
100250,463028,607.67,3
100250,204220,615.38,2
100251,283621,289.09,2
100252,130969,638.52,2
100252,987911,763.36,2
100252,788175,479.88,1
100253,741835,124.2,2
100253,700732,797.06,2
100254,788175,140.42,1
100255,912354,852.14,1
100255,589456,648.59,4
100256,564853,248.94,2
100257,480254,54.74,2
100257,314921,336.55,4
100258,712158,77.85,2
100259,462550,479.06,3
100260,424718,972.86,2
100260,327670,595.6,2
100260,167392,923.85,3
100261,593117,570.9,5
100261,526783,154.47,1
100261,885901,61.4,3
100262,263679,911.89,4
100263,799380,223.64,2
100263,559463,270.3,5
100264,523098,626.53,2
100264,166402,417.77,5
100265,122121,252.22,3
100266,331204,724.31,1
100266,404100,135.93,2
100267,657152,784.19,2
100267,327670,511.09,3
100268,179507,626.68,5
100268,528608,182.25,3
100268,155861,924.37,4
100269,123191,347.43,2
100270,657579,209.78,4
100270,160732,579.36,1
100271,167392,651.85,1
100271,682453,928.23,5
100271,667650,702.16,5
100272,632686,836.71,4
100272,932952,921.52,2
100272,714157,364.58,2
100273,244547,447.04,2
100273,727865,549.71,1
100274,240196,765.67,2
100274,283621,662.11,3
100274,542696,423.47,1
100275,283621,230.09,1
100275,616207,524.98,1
100275,351367,96.75,3
100276,616207,893.86,4
100276,451956,298.78,2
100276,437577,560.02,4
100277,575961,758.85,2
100278,580730,381.02,2
100278,513418,469.25,2
100278,179507,743.83,4
100279,714157,187.3,1
100279,811207,970.2,2
100279,155861,599.86,1
100280,591797,445.34,1
100280,131542,158.76,2
100280,467525,592.6,1
100281,467525,740.02,1
100281,713451,687.66,4
100281,855760,612.23,1
100282,211520,990.33,5
100282,874812,592.65,4
100283,143527,402.98,3
100284,641411,547.05,1
100284,891289,64.96,2
100284,926868,275.96,4
100285,740474,813.5,2
100286,331204,140.3,2
100286,664634,311.87,2
100286,634777,737.05,1
100287,257146,336.66,3
100287,144818,99.22,1
100287,572994,305.9,2
100288,858212,977.96,2
100289,523098,134.2,2
100290,328679,833.51,3
100290,204293,444.84,1
100291,876627,757.42,4
100292,149774,715.07,1
100293,846554,227.73,2
100294,844672,232.2,1
100294,784425,833.98,1
100294,657152,60.54,1
100295,572994,432.04,3
100296,143527,232.59,2
100296,657152,612.21,2
100296,559463,576.47,1
100297,981997,837.71,3
100298,846554,724.79,1
100298,564853,476.88,4
100298,713451,352.93,4
100299,912354,594.61,2
100300,542696,248.83,1
100300,144818,490.06,1
100301,323016,482.01,1
100301,784362,762.9,4
100301,641411,632.14,1
100302,203454,758.71,2
100302,417528,668.92,1
100302,625107,731.18,4
100303,404100,58.79,1
100303,543513,982.78,2
100304,523098,270.73,2
100304,447726,703.19,5
100304,634777,402.77,1
100305,716660,165.76,3
100305,973291,639.91,3
100306,190530,209.69,2
100306,876627,344.22,1
100306,858212,950.13,4
100307,177733,290.1,1
100307,716660,445.69,4
100308,667650,626.79,2
100309,367952,302.04,1
100309,543513,208.32,1
100310,556364,450.3,1
100310,644730,529.15,4
100311,973291,744.4,1
100311,357966,459.08,2
100312,782729,539.63,4
100312,489295,554.06,2
100312,855760,895.84,3
100313,283803,720.67,4
100314,621860,422.8,2
100314,784362,781.41,4
100315,226632,813.58,2
100316,621298,321.42,4
100316,556364,269.57,1
100316,634777,209.44,2
100317,130969,294.94,2
100317,331204,409.41,2
100318,297266,195.68,1
100319,511087,528.28,1
100320,580730,764.93,1
100320,158033,731.49,2
100320,647654,797.31,4
100321,830396,890.14,2
100321,766294,381.09,3
100322,885901,742.82,1
100322,874812,660.61,1
100322,127005,380.61,5
100323,588836,828.52,3
100323,858212,368.41,5
100324,204220,104.13,1
100325,221626,363.19,1
100325,474362,618.82,1
100326,758294,891.04,2
100326,272383,517.73,1
100326,404100,632.06,2
100327,144818,887.52,1
100327,695926,298.33,2
100327,932952,293.79,2
100328,179507,99.54,2
100329,244547,571.13,3
100329,917641,889.41,1
100330,713451,109.28,4
100330,437577,129.71,4
100330,647421,148.17,2
100331,797959,749.47,1
100331,556364,135.89,1
100332,370119,464.88,2
100332,394174,67.13,1
100333,932952,836.67,2
100333,643168,197.79,2
100334,613608,974.57,3
100334,190530,897.48,1
100334,712158,922.44,1
100335,981997,698.39,4
100335,784425,967.05,1
100336,129553,362.79,3
100337,788175,65.35,3
100338,695926,517.7,4
100339,741835,353.76,1
100340,155861,702.54,3
100340,602517,80.04,3
100340,821570,821.54,1
100341,912354,138.43,1
100341,682453,896.18,1
100341,202715,568.12,2
100342,826219,53.2,1
100343,738390,667.33,3
100343,120672,975.85,2
100343,664634,911.52,1
100344,367952,146.85,2
100344,467525,51.23,1
100344,108796,75.61,2
100345,556364,711.41,3
100346,713622,437.06,1
100346,323016,783.39,2
100346,641411,739.12,4
100347,201111,573.85,1
100348,447288,335.66,3
100348,713451,419.06,1
100349,587281,58.58,2
100349,123191,421.02,1
100350,130198,980.9,3
100350,981997,718.44,2
100350,511087,970.3,2
100351,327418,985.25,1
100351,283803,755.12,4
100352,550857,564.28,1
100352,987911,759.59,1
100352,582219,491.8,5
100353,957598,630.3,1
100354,644730,149.75,2
100354,167392,816.78,1
100354,712158,71.4,2
100355,896270,283.7,4
100355,572994,182.64,2
100355,144818,75.2,4
100356,885901,826.83,1
100357,926868,427.02,1
100357,340098,566.71,2
100357,932387,441.0,5
100358,489295,696.89,2
100359,458263,96.08,1
100359,665639,804.87,2
100359,394174,919.85,2
100360,315487,973.86,2
100360,885901,807.9,4
100361,451956,569.37,3
100361,647654,615.95,5
100362,966126,425.07,1
100362,257146,94.06,2
100363,149774,371.61,1
100364,458363,707.81,2
100364,422552,61.45,1
100364,632686,865.97,3
100365,529557,294.77,5
100366,846554,194.21,1
100366,123191,941.9,5
100367,226632,357.19,2
100368,431976,296.11,1
100369,846554,861.05,4
100369,280162,207.69,1
100370,144818,882.91,3
100371,467525,62.14,3
100371,293073,365.15,3
100371,103736,226.59,2
100372,115348,564.84,4
100372,588836,187.72,2
100372,351367,821.92,3
100373,797959,467.02,2
100373,740474,104.96,1
100374,177733,144.09,2
100375,331204,159.4,4
100375,912354,306.14,1
100376,257146,783.66,2
100376,268844,647.82,3
100376,123191,302.5,4
100377,149774,146.12,3
100378,340098,360.6,1
100379,404100,655.47,2
100379,641411,851.45,1
100379,291116,797.87,4
100380,129553,840.21,2
100381,467525,190.13,1
100381,780063,849.36,1
100381,451956,665.0,3
100382,713451,526.07,3
100382,858212,285.67,2
100383,130198,146.13,2
100383,740474,872.76,1
100383,404100,354.81,1
100384,272383,215.75,5
100385,467894,224.93,1
100385,625107,455.55,2
100386,297266,846.27,1
100386,526783,63.4,5
100386,782729,369.88,5
100387,130198,710.54,1
100387,970718,499.15,1
100387,417528,933.56,2
100388,543513,146.39,1
100388,204220,173.12,1
100388,240196,278.94,2
100389,179932,698.69,2
100389,447726,902.27,1
100389,190530,578.09,5
100390,591797,88.39,1
100391,315487,909.14,2
100391,451956,110.34,1
100391,451956,55.44,2
100392,656573,830.52,1
100392,780063,247.16,1
100393,474362,795.17,2
100393,458263,523.76,1
100393,987911,695.13,1
100394,122121,690.64,2
100395,844672,136.48,2
100395,158033,905.65,4
100395,179507,891.63,4
100396,826219,346.66,2
100396,424718,600.48,1
100396,760381,882.79,2
100397,417009,765.86,2
100397,315187,717.25,1
100398,647421,988.42,2
100399,543513,260.75,2
100400,204293,113.54,2
100401,177733,714.96,2
100402,973291,202.64,3
100403,190530,623.67,1
100403,740474,428.92,1
100404,763628,929.33,2
100405,700732,404.23,1
100406,391708,991.69,4
100406,458363,144.2,5
100406,297266,683.76,2
100407,179507,765.85,1
100407,844672,737.79,2
100407,120672,991.65,2
100408,379582,986.24,1
100408,451956,67.58,2
100408,716660,186.03,3
100409,370119,975.24,2
100409,160732,359.59,3
100410,120672,304.86,2
100411,179932,358.9,1
100412,641411,67.53,4
100413,190530,739.86,3
100413,564853,569.94,4
100414,177733,468.71,2
100414,591797,467.36,4
100414,166402,548.91,2
100415,695926,811.91,1
100415,201111,607.88,1
100415,123191,118.41,1
100416,190530,225.46,1
100416,845820,901.56,2
100417,409067,814.39,2
100417,580730,723.43,1
100417,780063,524.56,1
100418,550857,795.8,1
100419,904976,790.29,3
100419,987911,522.21,1
100420,602517,204.57,1
100420,885901,704.04,1
100420,858212,318.65,2
100421,713451,261.39,1
100421,160732,163.74,3
100422,973291,873.21,1
100422,176656,465.28,4
100423,367952,400.79,2
100424,657579,667.38,1
100424,437577,491.12,3
100424,858212,827.0,1
100425,644730,104.94,4
100426,458363,426.34,1
100426,394174,277.18,2
100427,657579,289.58,2
100428,741835,248.76,4
100428,458363,815.58,1
100428,211520,920.28,1
100429,727865,891.93,2
100429,435530,830.0,1
100430,280162,195.81,1
100431,451956,289.01,1
100431,115348,783.32,5
100431,766294,799.44,1
100432,367952,348.92,1
100433,700732,982.38,4
100433,283803,639.31,2
100434,394868,592.47,4
100434,542696,781.84,1
100435,602517,721.25,1
100435,244547,612.01,1
100436,125748,451.48,2
100436,370119,917.47,1
100437,647654,253.6,2
100438,727865,777.15,2
100438,664634,83.2,2
100438,990634,270.29,1
100439,179932,869.09,1
100439,587281,945.58,4
100440,582936,984.81,4
100440,845820,584.61,4
100441,134761,92.66,3
100441,782729,882.81,1
100441,447288,477.07,1
100442,136788,182.39,3
100443,826219,684.39,2
100443,315487,161.65,2
100444,176656,235.29,2
100444,179507,462.53,4
100444,149774,223.86,2
100445,435530,895.71,1
100446,766294,839.18,2
100446,734159,996.45,3
100446,740474,408.17,2
100447,580730,991.28,1
100448,966126,526.87,4
100449,394174,432.42,1
100449,966126,85.08,3
100449,328679,84.2,5
100450,283621,607.65,1
100450,858212,956.28,3
100451,641411,862.48,4
100451,990634,383.22,1
100452,315487,830.2,1
100453,821570,155.83,3
100453,966126,127.13,1
100453,331204,705.98,1
100454,788175,669.02,4
100454,587281,535.57,2
100454,657579,378.09,1
100455,447288,385.84,1
100455,103736,486.42,2
100456,315487,280.8,3
100456,740474,625.87,1
100456,489295,184.45,1
100457,327418,352.99,3
100458,766294,726.93,4
100458,826219,207.41,5
100459,462550,256.49,1
100459,179507,75.25,1
100459,528608,946.29,1
100460,127005,137.4,3
100460,647654,50.02,2
100461,596545,973.5,2
100461,463028,951.14,1
100462,564853,100.07,3
100462,291116,392.14,2
100463,511087,442.3,2
100464,858212,181.48,2
100465,529557,831.4,1
100465,201111,685.53,3
100466,763628,797.89,3
100467,845820,873.05,2
100467,625107,124.17,3
100467,244547,59.5,1
100468,289459,883.78,4
100468,582219,107.09,1
100469,511087,245.22,2
100469,990634,801.85,4
100469,283621,579.95,3
100470,543513,987.42,1
100470,340098,682.93,1
100471,580730,142.73,2
100472,297266,549.27,3
100472,874326,652.57,1
100473,152243,793.19,1
100473,155861,164.72,4
100473,966126,342.05,3
100474,131542,948.21,5
100474,315187,881.52,3
100475,858212,65.04,1
100476,297266,167.3,1
100477,202715,622.6,1
100477,293073,170.4,1
100477,995677,359.24,4
100478,782729,482.12,1
100478,625107,213.64,3
100479,457848,336.27,2
100479,644730,757.56,2
100479,657579,945.71,2
100480,315487,394.63,1
100480,589456,169.57,4
100481,529557,100.87,2
100481,657579,521.58,5
100482,981997,400.9,1
100483,523098,213.74,1
100484,788175,441.57,2
100485,632686,592.03,4
100485,713622,235.57,3
100485,727865,756.99,2
100486,211520,496.93,1
100486,625107,880.33,1
100486,713622,373.4,4
100487,370119,314.13,1
100487,601115,193.58,1
100488,254410,626.71,2
100488,957598,855.11,5
100489,966126,135.81,2
100489,467894,757.17,4
100489,327670,487.68,2
100490,811207,387.58,4
100491,149774,934.49,2
100491,966126,464.41,1
100492,602517,701.31,4
100492,236141,963.12,4
100493,228776,601.68,4
100493,874812,259.59,2
100494,896270,528.25,1
100494,149774,566.07,1
100495,621298,228.99,2
100495,177733,954.77,1
100495,874812,541.04,3
100496,989365,249.22,1
100496,700732,217.55,1
100497,738390,161.31,2
100497,489295,91.18,1
100498,712158,567.93,4
100499,134761,886.35,1
100499,236141,765.89,2
100499,874812,249.58,1
100500,240196,354.78,2
100500,734159,598.89,1
100500,990634,837.17,2
100501,453516,903.94,1
100501,474362,748.05,4
100502,712158,933.28,5
100502,435530,986.58,2
100503,123191,875.64,4
100504,436470,470.54,1
100504,855119,570.74,4
100504,616207,244.86,3
100505,315487,127.66,2
100505,995677,96.89,1
100505,713622,490.98,5
100506,463028,419.63,2
100506,120672,532.43,1
100506,272383,504.94,1
100507,394174,446.3,2
100507,664634,384.74,3
100507,136788,113.53,1
100508,152243,523.75,2
100508,289459,872.55,2
100509,874812,83.98,1
100509,981997,477.36,3
100510,811207,507.88,1
100510,204220,499.53,2
100510,926868,870.91,4
100511,143527,709.79,2
100512,167392,901.39,3
100512,167392,936.31,2
100512,437577,646.86,1
100513,657579,625.1,2
100513,634777,271.1,1
100513,855119,730.8,4
100514,203454,798.99,2
100514,700732,672.62,2
100515,204220,568.13,5
100515,932387,288.76,3
100515,758294,895.83,2
100516,613608,108.82,2
100517,103736,744.85,2
100517,716660,274.87,1
100518,283803,705.6,3
100519,134848,992.15,2
100519,149774,477.74,2
100519,632686,437.32,2
100520,240196,464.72,1
100520,409067,518.76,1
100520,318514,269.63,1
100521,727865,524.18,1
100521,582219,210.17,5
100522,973291,76.74,1
100522,714157,189.2,2
100523,758294,529.34,2
100523,351367,451.78,4
100524,447726,521.54,2
100525,582936,602.19,1
100525,780063,728.14,1
100525,564853,52.45,2
100526,263679,564.75,3
100526,846554,635.12,1
100526,291116,363.75,2
100527,635769,968.35,3
100527,409067,188.47,3
100527,556364,771.45,1
100528,357966,442.76,1
100528,511087,377.89,4
100529,391708,552.84,3
100529,327418,503.2,3
100530,143527,309.85,2
100531,932387,379.3,2
100532,293073,241.63,2
100532,327418,258.9,2
100533,297266,295.64,4
100533,144818,425.67,2
100533,283621,395.43,3
100534,474362,543.41,2
100534,599381,591.89,1
100534,370119,950.23,3
100535,788175,139.7,3
100536,904976,555.67,2
100536,632686,509.2,1
100536,905146,848.14,1
100537,616207,431.06,3
100537,528608,390.03,1
100537,467525,637.02,2
100538,758294,420.05,4
100539,436470,421.03,1
100539,257146,715.74,4
100539,134761,760.99,3
100540,529557,518.49,2
100540,436470,140.8,5
100540,599381,646.57,2
100541,657579,862.02,3
100541,616207,748.48,3
100541,716660,437.37,2
100542,467894,556.46,2
100542,177733,687.64,1
100542,844672,271.66,1
100543,314921,666.43,1
100543,240196,387.89,2
100544,966126,57.25,3
100544,149774,197.27,2
100545,136788,291.88,1
100545,905146,790.02,2
100546,404100,878.37,1
100546,314921,452.68,2
100546,858357,936.63,1
100547,616207,363.41,3
100547,811207,693.25,2
100548,254410,615.21,3
100548,314921,125.38,2
100548,559463,129.06,3
100549,656573,989.77,5
100549,226632,78.46,3
100550,932952,173.71,2
100551,714157,926.26,1
100551,436470,965.61,2
100552,905146,742.35,5
100553,932952,212.09,3
100553,467894,241.85,2
100553,550857,966.32,3
100554,254410,258.48,2
100554,713451,103.29,1
100555,158033,396.6,3
100555,327670,730.13,2
100555,874326,602.72,1
100556,712158,929.53,2
100556,712158,793.49,1
100556,621298,581.7,1
100557,143527,573.87,3
100558,885901,139.38,2
100558,621298,536.88,1
100559,917641,792.59,1
100559,874326,955.67,2
100559,226632,906.01,1
100560,782729,611.48,2
100560,734159,924.11,1
100561,424718,482.29,3
100562,404100,524.1,3
100562,647654,939.1,1
100562,447288,890.42,1
100563,167392,149.59,2
100564,513418,292.14,1
100564,417009,729.02,4
100564,394868,988.25,4
100565,981997,529.3,3
100565,367952,945.72,1
100566,489295,501.42,1
100566,379582,252.93,1
100567,263679,541.76,1
100568,830396,254.23,1
100568,435530,821.67,1
100569,257146,538.09,1
100569,379582,128.11,3
100570,695926,805.94,2
100570,741835,185.11,1
100571,876627,885.02,1
100571,556364,392.02,1
100572,758294,55.06,3
