order_id,product_id,quantity,unit_price,order_date,delivery_time,area
100565,221626,1,523.0,2023-02-18,2023-02-18 14:19:00,Upper Land
102695,203454,5,515.54,2023-03-25,2023-03-25 23:00:00,Midtown
104038,876627,2,530.95,2023-05-24,2023-05-24 09:07:00,Cal Expo
100691,357966,1,527.95,2023-12-31,2023-12-31 18:43:00,South Natomas
101334,799380,2,519.76,2023-11-15,2023-11-15 13:38:00,North Sacramento
101236,846554,2,513.8,2023-05-05,2023-05-05 16:53:00,Midtown
104727,799380,1,519.76,2023-06-20,2023-06-20 05:07:00,Midtown
100901,357966,1,527.95,2023-03-15,2023-03-15 15:39:00,Upper Land
103500,846554,2,513.8,2023-11-25,2023-11-25 10:49:00,SW Sacramento
100673,120672,1,513.91,2023-09-07,2023-09-07 13:04:00,South Land
104580,357966,1,527.95,2023-11-13,2023-11-13 03:01:00,North Sacramento
102150,120672,1,513.91,2023-11-29,2023-11-29 00:24:00,Oak Park
100405,417009,1,526.62,2023-12-31,2023-12-31 01:44:00,Midtown
102183,120672,1,513.91,2023-10-30,2023-10-30 04:55:00,Cal Expo
102560,221626,3,523.0,2023-04-14,2023-04-14 23:50:00,Upper Land
101955,457848,3,542.22,2023-06-04,2023-06-04 01:38:00,North Sacramento
102978,240196,2,553.62,2023-09-09,2023-09-09 13:53:00,Cal Expo
104284,120672,3,513.91,2023-10-16,2023-10-16 11:34:00,North Sacramento
101041,391708,2,506.63,2023-01-19,2023-01-19 09:02:00,Cal Expo
104969,855119,5,521.02,2023-08-06,2023-08-06 05:52:00,South Land
104361,293073,1,537.53,2023-10-03,2023-10-03 22:31:00,SW Sacramento
100599,855119,1,521.02,2023-12-26,2023-12-26 08:39:00,South Natomas
100014,203454,1,515.54,2023-08-30,2023-08-30 20:21:00,South Land
100640,457848,3,542.22,2023-01-15,2023-01-15 06:38:00,Upper Land
104215,424718,3,510.4,2023-12-13,2023-12-13 20:44:00,Upper Land
104598,782729,2,505.21,2023-04-27,2023-04-27 15:41:00,Midtown
101790,129553,1,570.14,2023-07-29,2023-07-29 12:19:00,South Natomas
104875,644730,2,544.37,2023-01-10,2023-01-10 14:00:00,West Sacramento
100720,203454,1,515.54,2023-06-26,2023-06-26 23:15:00,Oak Park
101299,417528,2,553.89,2023-03-11,2023-03-11 07:09:00,Upper Land
100992,656573,1,569.62,2023-02-01,2023-02-01 21:03:00,SW Sacramento
100479,391708,5,506.63,2023-06-28,2023-06-28 12:19:00,Upper Land
103281,221626,3,523.0,2023-08-31,2023-08-31 16:09:00,Upper Land
100563,120672,1,513.91,2023-07-22,2023-07-22 10:09:00,South Land
103386,741835,2,498.96,2023-01-14,2023-01-14 03:13:00,Oak Park
103947,417009,2,526.62,2023-12-16,2023-12-16 20:30:00,Upper Land
101289,644730,3,544.37,2023-07-03,2023-07-03 03:10:00,West Sacramento
101587,846554,2,513.8,2023-06-20,2023-06-20 20:46:00,Cal Expo
101546,240196,2,553.62,2023-03-28,2023-03-28 06:18:00,Midtown
101055,357966,2,527.95,2023-08-24,2023-08-24 07:55:00,Midtown
103008,542696,1,493.61,2023-04-27,2023-04-27 07:23:00,SW Sacramento
101404,656573,5,569.62,2023-10-09,2023-10-09 18:25:00,South Land
102163,741835,2,498.96,2023-04-09,2023-04-09 07:28:00,Oak Park
100752,391708,1,506.63,2023-04-29,2023-04-29 21:11:00,Oak Park
104482,293073,2,537.53,2023-11-06,2023-11-06 10:10:00,Oak Park
103427,240196,2,553.62,2023-11-02,2023-11-02 01:54:00,West Sacramento
101282,782729,1,505.21,2023-11-20,2023-11-20 11:45:00,Cal Expo
104949,417009,3,526.62,2023-05-24,2023-05-24 12:11:00,South Natomas
103955,741835,1,498.96,2023-02-25,2023-02-25 17:18:00,Cal Expo
101889,926868,5,551.6,2023-10-10,2023-10-10 13:10:00,Oak Park
102354,799380,1,519.76,2023-05-15,2023-05-15 02:50:00,South Land
102414,799380,1,519.76,2023-04-12,2023-04-12 01:58:00,Midtown
103605,240196,1,553.62,2023-03-06,2023-03-06 06:50:00,Cal Expo
101580,203454,1,515.54,2023-11-22,2023-11-22 07:06:00,North Sacramento
102474,542696,4,493.61,2023-07-08,2023-07-08 23:51:00,South Land
104319,926868,1,551.6,2023-11-09,2023-11-09 22:22:00,North Sacramento
102955,391708,2,506.63,2023-11-19,2023-11-19 05:17:00,SW Sacramento
104221,417009,2,526.62,2023-12-10,2023-12-10 19:45:00,SW Sacramento
100100,644730,4,544.37,2023-08-04,2023-08-04 05:30:00,Oak Park
101825,926868,1,551.6,2023-02-02,2023-02-02 05:30:00,Upper Land
100923,644730,1,544.37,2023-03-23,2023-03-23 01:42:00,Cal Expo
104385,293073,4,537.53,2023-08-17,2023-08-17 09:24:00,Cal Expo
101350,542696,2,493.61,2023-09-05,2023-09-05 18:16:00,Upper Land
103029,575961,4,525.87,2023-06-22,2023-06-22 12:55:00,SW Sacramento
100045,417009,2,526.62,2023-01-22,2023-01-22 04:35:00,North Sacramento
100836,741835,2,498.96,2023-07-24,2023-07-24 11:04:00,West Sacramento
102088,357966,2,527.95,2023-01-11,2023-01-11 12:18:00,South Natomas
104140,417009,2,526.62,2023-05-05,2023-05-05 01:05:00,South Land
104393,741835,2,498.96,2023-04-18,2023-04-18 07:10:00,Cal Expo
104955,424718,2,510.4,2023-01-25,2023-01-25 10:34:00,Oak Park
104855,799380,2,519.76,2023-04-13,2023-04-13 21:24:00,Cal Expo
104981,240196,2,553.62,2023-07-25,2023-07-25 10:09:00,Cal Expo
103332,542696,1,493.61,2023-05-22,2023-05-22 15:07:00,Midtown
102688,575961,2,525.87,2023-08-12,2023-08-12 11:22:00,SW Sacramento
100717,926868,4,551.6,2023-06-28,2023-06-28 17:39:00,South Natomas
101682,740474,2,543.99,2023-01-18,2023-01-18 05:32:00,Upper Land
104572,876627,4,530.95,2023-02-12,2023-02-12 01:12:00,SW Sacramento
101184,846554,2,513.8,2023-04-10,2023-04-10 10:10:00,South Natomas
103269,846554,1,513.8,2023-10-09,2023-10-09 11:53:00,West Sacramento
103158,542696,1,493.61,2023-05-21,2023-05-21 01:23:00,North Sacramento
101863,203454,2,515.54,2023-05-04,2023-05-04 19:36:00,Upper Land
102743,417528,1,553.89,2023-02-22,2023-02-22 13:07:00,South Land
102918,876627,1,530.95,2023-11-25,2023-11-25 07:37:00,West Sacramento
104852,644730,4,544.37,2023-03-31,2023-03-31 13:47:00,South Land
101856,357966,2,527.95,2023-08-30,2023-08-30 13:17:00,Cal Expo
104954,782729,4,505.21,2023-10-27,2023-10-27 01:17:00,West Sacramento
103132,221626,1,523.0,2023-01-01,2023-01-01 20:34:00,Cal Expo
100070,129553,3,570.14,2023-01-26,2023-01-26 09:59:00,North Sacramento
103636,741835,1,498.96,2023-04-27,2023-04-27 17:44:00,West Sacramento
100016,120672,2,513.91,2023-10-24,2023-10-24 23:58:00,West Sacramento
101729,644730,2,544.37,2023-04-07,2023-04-07 23:58:00,Cal Expo
103579,926868,1,551.6,2023-09-02,2023-09-02 13:47:00,Cal Expo
103610,966126,1,518.99,2023-04-16,2023-04-16 16:57:00,Cal Expo
102821,846554,1,513.8,2023-10-15,2023-10-15 14:56:00,West Sacramento
102743,846554,4,513.8,2023-02-22,2023-02-22 13:07:00,South Land
104974,293073,3,537.53,2023-06-22,2023-06-22 00:50:00,South Land
102846,740474,1,543.99,2023-12-24,2023-12-24 07:09:00,Oak Park
101560,129553,2,570.14,2023-02-23,2023-02-23 23:53:00,South Natomas
103689,740474,1,543.99,2023-06-11,2023-06-11 16:39:00,South Natomas
102133,782729,5,505.21,2023-06-19,2023-06-19 15:23:00,SW Sacramento
100553,417528,2,553.89,2023-10-25,2023-10-25 15:27:00,North Sacramento
100980,240196,2,553.62,2023-09-23,2023-09-23 16:34:00,North Sacramento
103928,656573,1,569.62,2023-07-22,2023-07-22 06:06:00,South Natomas
102629,424718,1,510.4,2023-09-22,2023-09-22 17:00:00,Upper Land
101594,417009,2,526.62,2023-09-28,2023-09-28 17:18:00,South Land
103640,740474,1,543.99,2023-12-22,2023-12-22 04:57:00,South Natomas
102460,391708,4,506.63,2023-07-16,2023-07-16 19:05:00,Upper Land
102096,120672,2,513.91,2023-04-28,2023-04-28 17:57:00,Cal Expo
102978,120672,2,513.91,2023-09-09,2023-09-09 13:53:00,Cal Expo
101850,644730,4,544.37,2023-02-01,2023-02-01 15:34:00,South Land
103487,741835,4,498.96,2023-08-27,2023-08-27 08:29:00,West Sacramento
103287,542696,1,493.61,2023-02-27,2023-02-27 19:33:00,North Sacramento
103918,782729,1,505.21,2023-01-16,2023-01-16 04:20:00,North Sacramento
103923,740474,2,543.99,2023-02-02,2023-02-02 17:34:00,Oak Park
100850,966126,4,518.99,2023-07-25,2023-07-25 14:57:00,South Natomas
101173,966126,3,518.99,2023-07-18,2023-07-18 15:52:00,West Sacramento
101202,966126,1,518.99,2023-03-10,2023-03-10 22:19:00,South Natomas
102633,740474,1,543.99,2023-10-17,2023-10-17 01:53:00,Upper Land
101349,966126,3,518.99,2023-02-12,2023-02-12 22:58:00,South Land
102302,293073,1,537.53,2023-03-20,2023-03-20 23:58:00,Cal Expo
103826,782729,1,505.21,2023-09-02,2023-09-02 16:44:00,South Natomas
102506,457848,2,542.22,2023-08-26,2023-08-26 00:53:00,Oak Park
100083,644730,2,544.37,2023-02-25,2023-02-25 12:32:00,Oak Park
101389,966126,2,518.99,2023-12-10,2023-12-10 13:59:00,Upper Land
104185,966126,1,518.99,2023-07-24,2023-07-24 20:20:00,Cal Expo
101937,240196,2,553.62,2023-08-11,2023-08-11 09:17:00,SW Sacramento
102311,855119,4,521.02,2023-04-30,2023-04-30 07:59:00,West Sacramento
100256,120672,1,513.91,2023-11-14,2023-11-14 12:21:00,North Sacramento
101669,926868,4,551.6,2023-12-19,2023-12-19 02:14:00,Upper Land
103234,855119,4,521.02,2023-09-13,2023-09-13 06:41:00,Midtown
104656,203454,2,515.54,2023-09-27,2023-09-27 18:51:00,Oak Park
101429,240196,1,553.62,2023-04-17,2023-04-17 13:58:00,West Sacramento
104491,846554,1,513.8,2023-11-28,2023-11-28 19:40:00,Upper Land
102160,357966,1,527.95,2023-10-15,2023-10-15 16:22:00,North Sacramento
102717,391708,3,506.63,2023-11-04,2023-11-04 14:11:00,SW Sacramento
104818,293073,2,537.53,2023-06-10,2023-06-10 20:58:00,South Land
101091,240196,2,553.62,2023-04-19,2023-04-19 10:04:00,South Natomas
103895,966126,3,518.99,2023-04-11,2023-04-11 00:55:00,Oak Park
103009,656573,5,569.62,2023-03-25,2023-03-25 10:55:00,South Natomas
103650,782729,2,505.21,2023-03-16,2023-03-16 12:45:00,Upper Land
101784,424718,3,510.4,2023-04-26,2023-04-26 10:33:00,Cal Expo
102469,417009,4,526.62,2023-12-13,2023-12-13 17:28:00,Upper Land
100159,741835,1,498.96,2023-09-06,2023-09-06 15:50:00,Midtown
100129,876627,1,530.95,2023-12-08,2023-12-08 01:30:00,Upper Land
100339,575961,3,525.87,2023-10-06,2023-10-06 14:53:00,West Sacramento
101182,799380,1,519.76,2023-05-21,2023-05-21 10:39:00,Midtown
100688,240196,4,553.62,2023-03-11,2023-03-11 20:35:00,SW Sacramento
100363,740474,1,543.99,2023-02-08,2023-02-08 12:50:00,South Natomas
104063,644730,2,544.37,2023-07-10,2023-07-10 04:23:00,West Sacramento
104690,656573,2,569.62,2023-07-30,2023-07-30 04:13:00,Cal Expo
102084,966126,2,518.99,2023-04-27,2023-04-27 04:25:00,Midtown
103397,293073,1,537.53,2023-04-04,2023-04-04 20:03:00,North Sacramento
102425,417528,1,553.89,2023-04-19,2023-04-19 12:41:00,North Sacramento
102110,799380,2,519.76,2023-01-08,2023-01-08 15:53:00,South Land
101778,120672,2,513.91,2023-07-29,2023-07-29 19:35:00,SW Sacramento
102529,782729,1,505.21,2023-04-14,2023-04-14 20:40:00,South Land
104849,741835,1,498.96,2023-09-09,2023-09-09 17:50:00,Upper Land
102739,740474,2,543.99,2023-04-20,2023-04-20 21:44:00,Cal Expo
103987,240196,3,553.62,2023-06-07,2023-06-07 17:16:00,South Natomas
104637,457848,2,542.22,2023-11-28,2023-11-28 05:55:00,Cal Expo
101231,424718,3,510.4,2023-07-13,2023-07-13 21:48:00,Upper Land
103280,542696,2,493.61,2023-11-07,2023-11-07 15:26:00,Oak Park
102784,855119,1,521.02,2023-09-12,2023-09-12 21:01:00,West Sacramento
101492,966126,1,518.99,2023-01-29,2023-01-29 00:13:00,Cal Expo
101227,644730,3,544.37,2023-08-16,2023-08-16 11:31:00,Upper Land
102854,926868,1,551.6,2023-07-17,2023-07-17 01:44:00,West Sacramento
103164,357966,2,527.95,2023-08-20,2023-08-20 01:00:00,Oak Park
102060,846554,2,513.8,2023-10-16,2023-10-16 07:47:00,West Sacramento
101993,129553,2,570.14,2023-08-29,2023-08-29 01:43:00,West Sacramento
104844,740474,3,543.99,2023-08-24,2023-08-24 00:18:00,Midtown
101399,357966,1,527.95,2023-01-14,2023-01-14 22:14:00,SW Sacramento
100021,782729,1,505.21,2023-04-20,2023-04-20 03:16:00,South Land
101441,855119,3,521.02,2023-08-22,2023-08-22 23:11:00,North Sacramento
104289,799380,1,519.76,2023-08-06,2023-08-06 05:45:00,Upper Land
104696,966126,2,518.99,2023-10-27,2023-10-27 17:52:00,Midtown
104723,644730,1,544.37,2023-03-21,2023-03-21 00:19:00,Midtown
102901,656573,4,569.62,2023-11-30,2023-11-30 15:09:00,South Natomas
103772,876627,3,530.95,2023-03-10,2023-03-10 19:35:00,South Land
104170,293073,1,537.53,2023-06-08,2023-06-08 14:24:00,North Sacramento
102533,203454,2,515.54,2023-10-18,2023-10-18 16:46:00,North Sacramento
102548,129553,1,570.14,2023-01-07,2023-01-07 09:15:00,South Natomas
103505,424718,1,510.4,2023-05-31,2023-05-31 06:08:00,Oak Park
100240,293073,4,537.53,2023-02-06,2023-02-06 07:01:00,North Sacramento
104739,741835,1,498.96,2023-11-15,2023-11-15 04:42:00,West Sacramento
101705,656573,4,569.62,2023-05-04,2023-05-04 20:00:00,North Sacramento
102436,457848,4,542.22,2023-10-22,2023-10-22 12:22:00,Upper Land
100016,293073,1,537.53,2023-10-24,2023-10-24 23:58:00,West Sacramento
104189,644730,5,544.37,2023-01-27,2023-01-27 23:59:00,Upper Land
100957,741835,2,498.96,2023-07-26,2023-07-26 04:30:00,Upper Land
102794,855119,1,521.02,2023-07-11,2023-07-11 21:05:00,North Sacramento
103373,542696,2,493.61,2023-11-05,2023-11-05 05:26:00,Oak Park
103458,120672,1,513.91,2023-04-21,2023-04-21 18:13:00,Upper Land
102479,740474,2,543.99,2023-08-24,2023-08-24 17:40:00,West Sacramento
103376,424718,4,510.4,2023-09-09,2023-09-09 20:29:00,West Sacramento
100017,391708,2,506.63,2023-03-15,2023-03-15 21:42:00,Cal Expo
100557,966126,1,518.99,2023-04-18,2023-04-18 16:39:00,South Natomas
100412,741835,4,498.96,2023-11-02,2023-11-02 01:12:00,South Land
100905,417009,2,526.62,2023-12-01,2023-12-01 18:31:00,West Sacramento
103001,120672,4,513.91,2023-07-11,2023-07-11 01:57:00,SW Sacramento
100889,799380,2,519.76,2023-01-10,2023-01-10 01:36:00,SW Sacramento
100132,457848,4,542.22,2023-03-07,2023-03-07 18:50:00,South Land
103491,782729,1,505.21,2023-06-08,2023-06-08 00:35:00,South Land
101882,417528,2,553.89,2023-10-28,2023-10-28 00:47:00,West Sacramento
102396,542696,4,493.61,2023-04-21,2023-04-21 01:29:00,SW Sacramento
101038,240196,1,553.62,2023-11-01,2023-11-01 18:42:00,Upper Land
103571,575961,2,525.87,2023-07-26,2023-07-26 00:33:00,South Land
100339,740474,1,543.99,2023-10-06,2023-10-06 14:53:00,West Sacramento
103711,740474,1,543.99,2023-11-27,2023-11-27 01:41:00,North Sacramento
102508,740474,3,543.99,2023-04-24,2023-04-24 08:09:00,Midtown
100105,240196,2,553.62,2023-01-26,2023-01-26 18:15:00,Upper Land
102184,417528,1,553.89,2023-12-14,2023-12-14 12:29:00,North Sacramento
100647,575961,1,525.87,2023-07-29,2023-07-29 16:28:00,Midtown
102185,644730,4,544.37,2023-07-10,2023-07-10 12:15:00,SW Sacramento
103306,417009,5,526.62,2023-05-03,2023-05-03 01:32:00,South Natomas
102928,417009,2,526.62,2023-07-10,2023-07-10 09:19:00,Midtown
101689,846554,3,513.8,2023-02-18,2023-02-18 06:13:00,Upper Land
104828,293073,2,537.53,2023-08-14,2023-08-14 07:29:00,South Land
104380,391708,1,506.63,2023-10-30,2023-10-30 15:25:00,Midtown
102304,457848,3,542.22,2023-02-16,2023-02-16 11:20:00,SW Sacramento
103363,966126,1,518.99,2023-07-26,2023-07-26 02:34:00,SW Sacramento
103492,846554,2,513.8,2023-11-10,2023-11-10 17:26:00,Midtown
102332,542696,1,493.61,2023-12-07,2023-12-07 20:50:00,Cal Expo
101787,120672,2,513.91,2023-05-09,2023-05-09 18:54:00,South Natomas
101145,221626,1,523.0,2023-03-15,2023-03-15 23:22:00,SW Sacramento
102313,656573,3,569.62,2023-07-10,2023-07-10 22:16:00,SW Sacramento
102158,926868,2,551.6,2023-01-26,2023-01-26 14:28:00,West Sacramento
103743,575961,2,525.87,2023-03-01,2023-03-01 19:11:00,North Sacramento
100853,656573,3,569.62,2023-08-15,2023-08-15 04:55:00,South Natomas
100795,656573,1,569.62,2023-12-12,2023-12-12 09:56:00,South Land
102581,966126,3,518.99,2023-06-28,2023-06-28 01:58:00,West Sacramento
100024,876627,2,530.95,2023-06-16,2023-06-16 09:32:00,Midtown
101825,457848,1,542.22,2023-02-02,2023-02-02 05:30:00,Upper Land
101372,457848,1,542.22,2023-08-16,2023-08-16 00:45:00,Midtown
100169,417528,2,553.89,2023-07-03,2023-07-03 23:07:00,South Natomas
101546,357966,1,527.95,2023-03-28,2023-03-28 06:18:00,Midtown
103571,203454,2,515.54,2023-07-26,2023-07-26 00:33:00,South Land
102268,457848,2,542.22,2023-03-21,2023-03-21 02:53:00,Upper Land
102420,799380,2,519.76,2023-03-09,2023-03-09 06:41:00,North Sacramento
103606,457848,3,542.22,2023-11-03,2023-11-03 01:49:00,North Sacramento
104136,357966,4,527.95,2023-02-12,2023-02-12 12:58:00,Oak Park
101155,293073,2,537.53,2023-01-07,2023-01-07 08:14:00,South Land
103532,846554,3,513.8,2023-09-12,2023-09-12 04:50:00,North Sacramento
101178,129553,2,570.14,2023-09-17,2023-09-17 13:50:00,South Land
102123,855119,2,521.02,2023-06-25,2023-06-25 10:28:00,South Natomas
102359,221626,4,523.0,2023-01-17,2023-01-17 21:31:00,Upper Land
100348,391708,2,506.63,2023-11-10,2023-11-10 21:12:00,Cal Expo
104989,357966,1,527.95,2023-09-09,2023-09-09 02:38:00,Oak Park
102089,417009,1,526.62,2023-08-04,2023-08-04 09:58:00,North Sacramento
101007,357966,3,527.95,2023-11-15,2023-11-15 20:40:00,Oak Park
102612,876627,1,530.95,2023-02-09,2023-02-09 06:12:00,Cal Expo
101812,457848,1,542.22,2023-04-05,2023-04-05 04:51:00,Upper Land
104299,846554,4,513.8,2023-04-29,2023-04-29 01:18:00,Oak Park
104677,741835,1,498.96,2023-05-29,2023-05-29 06:04:00,Cal Expo
103021,782729,1,505.21,2023-07-08,2023-07-08 19:57:00,Upper Land
102574,740474,2,543.99,2023-03-28,2023-03-28 09:13:00,West Sacramento
100803,740474,1,543.99,2023-08-27,2023-08-27 12:13:00,Midtown
100617,120672,4,513.91,2023-11-19,2023-11-19 08:34:00,South Land
101396,391708,2,506.63,2023-03-06,2023-03-06 07:56:00,Midtown
103177,203454,4,515.54,2023-11-15,2023-11-15 05:27:00,South Natomas
101215,741835,2,498.96,2023-08-03,2023-08-03 16:51:00,Midtown
101630,575961,5,525.87,2023-02-06,2023-02-06 02:12:00,Oak Park
104346,417009,5,526.62,2023-08-08,2023-08-08 11:23:00,North Sacramento
100643,120672,2,513.91,2023-12-13,2023-12-13 19:13:00,Midtown
104676,644730,3,544.37,2023-05-27,2023-05-27 05:16:00,South Land
102038,966126,1,518.99,2023-11-27,2023-11-27 00:52:00,Upper Land
103488,575961,1,525.87,2023-03-15,2023-03-15 23:11:00,Upper Land
103805,391708,2,506.63,2023-09-04,2023-09-04 09:17:00,SW Sacramento
100760,542696,1,493.61,2023-03-25,2023-03-25 20:46:00,South Natomas
102706,876627,1,530.95,2023-10-07,2023-10-07 16:28:00,South Land
100388,424718,1,510.4,2023-01-21,2023-01-21 17:01:00,North Sacramento
101756,391708,2,506.63,2023-07-21,2023-07-21 16:21:00,Oak Park
100779,221626,1,523.0,2023-01-19,2023-01-19 15:29:00,South Natomas
103708,799380,2,519.76,2023-06-29,2023-06-29 20:26:00,Oak Park
104983,799380,1,519.76,2023-08-05,2023-08-05 06:45:00,Upper Land
102516,846554,2,513.8,2023-01-21,2023-01-21 16:13:00,SW Sacramento
103629,846554,2,513.8,2023-09-06,2023-09-06 02:28:00,SW Sacramento
100505,120672,1,513.91,2023-06-03,2023-06-03 11:29:00,Cal Expo
102135,846554,2,513.8,2023-10-07,2023-10-07 08:49:00,Upper Land
100916,417009,4,526.62,2023-11-21,2023-11-21 11:01:00,Upper Land
103148,876627,3,530.95,2023-07-01,2023-07-01 01:28:00,South Natomas
100223,457848,4,542.22,2023-09-24,2023-09-24 12:28:00,North Sacramento
101270,542696,4,493.61,2023-10-19,2023-10-19 13:06:00,South Land
104029,966126,1,518.99,2023-09-26,2023-09-26 15:10:00,Oak Park
102897,782729,2,505.21,2023-07-23,2023-07-23 17:05:00,South Land
104900,203454,3,515.54,2023-01-11,2023-01-11 23:34:00,Midtown
100291,457848,3,542.22,2023-07-12,2023-07-12 06:42:00,North Sacramento
103934,391708,1,506.63,2023-03-21,2023-03-21 00:12:00,Midtown
101854,966126,2,518.99,2023-07-18,2023-07-18 17:39:00,Upper Land
101765,656573,2,569.62,2023-12-25,2023-12-25 21:57:00,Upper Land
102196,782729,1,505.21,2023-10-12,2023-10-12 00:58:00,Midtown
103604,203454,1,515.54,2023-10-05,2023-10-05 04:10:00,Oak Park
101794,926868,1,551.6,2023-12-25,2023-12-25 15:00:00,Midtown
102079,644730,1,544.37,2023-04-05,2023-04-05 05:11:00,North Sacramento
101756,129553,1,570.14,2023-07-21,2023-07-21 16:21:00,Oak Park
101020,846554,3,513.8,2023-03-27,2023-03-27 00:53:00,West Sacramento
101396,782729,1,505.21,2023-03-06,2023-03-06 07:56:00,Midtown
104203,424718,2,510.4,2023-09-12,2023-09-12 09:31:00,Oak Park
102846,203454,1,515.54,2023-12-24,2023-12-24 07:09:00,Oak Park
103717,120672,1,513.91,2023-11-01,2023-11-01 00:18:00,South Natomas
104919,457848,1,542.22,2023-08-14,2023-08-14 02:48:00,West Sacramento
100854,926868,1,551.6,2023-02-14,2023-02-14 23:21:00,Upper Land
103059,391708,2,506.63,2023-06-03,2023-06-03 14:41:00,SW Sacramento
104210,542696,1,493.61,2023-12-18,2023-12-18 05:50:00,South Natomas
103565,293073,4,537.53,2023-11-29,2023-11-29 20:01:00,North Sacramento
103381,120672,2,513.91,2023-09-24,2023-09-24 13:33:00,Oak Park
101488,966126,1,518.99,2023-08-17,2023-08-17 13:17:00,South Natomas
104022,656573,4,569.62,2023-09-30,2023-09-30 23:02:00,Midtown
101504,457848,2,542.22,2023-09-07,2023-09-07 11:25:00,North Sacramento
101920,966126,3,518.99,2023-06-23,2023-06-23 01:32:00,Midtown
102037,799380,2,519.76,2023-06-01,2023-06-01 04:30:00,Upper Land
101334,644730,4,544.37,2023-11-15,2023-11-15 13:38:00,North Sacramento
102227,417528,1,553.89,2023-12-15,2023-12-15 23:44:00,West Sacramento
103075,644730,1,544.37,2023-01-27,2023-01-27 12:26:00,SW Sacramento
103612,799380,2,519.76,2023-03-16,2023-03-16 08:35:00,Cal Expo
103547,782729,4,505.21,2023-05-04,2023-05-04 19:35:00,South Land
104598,240196,1,553.62,2023-04-27,2023-04-27 15:41:00,Midtown
103193,741835,2,498.96,2023-06-20,2023-06-20 18:59:00,North Sacramento
103191,740474,1,543.99,2023-12-05,2023-12-05 20:11:00,South Natomas
100424,926868,1,551.6,2023-12-30,2023-12-30 12:21:00,Oak Park
102867,926868,4,551.6,2023-01-13,2023-01-13 11:14:00,Cal Expo
101975,740474,3,543.99,2023-07-04,2023-07-04 22:02:00,Midtown
104131,876627,4,530.95,2023-02-14,2023-02-14 12:41:00,South Land
103297,417009,2,526.62,2023-06-08,2023-06-08 03:06:00,Cal Expo
101097,966126,2,518.99,2023-02-13,2023-02-13 05:44:00,West Sacramento
101590,120672,5,513.91,2023-02-27,2023-02-27 16:39:00,Midtown
101087,391708,1,506.63,2023-05-05,2023-05-05 21:40:00,South Natomas
100521,417009,1,526.62,2023-10-20,2023-10-20 09:44:00,South Land
101162,120672,3,513.91,2023-04-04,2023-04-04 02:27:00,Midtown
104056,799380,2,519.76,2023-08-13,2023-08-13 14:38:00,Upper Land
100900,424718,1,510.4,2023-04-26,2023-04-26 23:47:00,SW Sacramento
103941,221626,2,523.0,2023-08-29,2023-08-29 19:33:00,Midtown
100706,417528,1,553.89,2023-03-28,2023-03-28 22:06:00,Cal Expo
101204,424718,1,510.4,2023-09-12,2023-09-12 13:13:00,South Natomas
104851,741835,2,498.96,2023-04-09,2023-04-09 11:50:00,North Sacramento
102753,417009,2,526.62,2023-01-24,2023-01-24 02:11:00,North Sacramento
101563,424718,1,510.4,2023-01-08,2023-01-08 08:25:00,North Sacramento
103141,799380,1,519.76,2023-02-01,2023-02-01 06:24:00,North Sacramento
